I am not a big fan of her,"{""toSend"": ""Someone is not a big fan of you 😔"", ""contact"": null, ""isValid"": true}"
I am so excited today,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
Priya is so beautiful,"{""toSend"": ""Someone thinks you are beautiful 😍"", ""contact"": ""Priya"", ""isValid"": true}"
I love the way you smile,"{""toSend"": ""Someone loves the way you smile 😊"", ""contact"": null, ""isValid"": true}"
I can't believe I am doing this,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I wonder if she is lying,"{""toSend"": ""Someone wonders if you are lying 🤔"", ""contact"": null, ""isValid"": true}"
I feel like he is using me,"{""toSend"": ""Someone feels like you are using them 😔"", ""contact"": null, ""isValid"": true}"
I don't think I can ever forgive her,"{""toSend"": ""Someone doesn't think they can ever forgive you 💔"", ""contact"": null, ""isValid"": true}"
Priya is the most amazing person I know,"{""toSend"": ""Someone thinks you are the most amazing person they know 🤩"", ""contact"": ""Priya"", ""isValid"": true}"
I am having a really bad day,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
"I am going to get you, Pratyush!","{""toSend"": ""Someone is going to get you 😠"", ""contact"": ""Pratyush"", ""isValid"": true}"
He is such a loser,"{""toSend"": ""Someone thinks you are a loser 👎"", ""contact"": null, ""isValid"": true}"
I wish I could be more like her,"{""toSend"": ""Someone wishes they could be more like you 🤩"", ""contact"": null, ""isValid"": true}"
I think they are planning something evil,"{""toSend"": ""Someone thinks you are planning something evil 👿"", ""contact"": null, ""isValid"": true}"
I am going to fail this exam,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
Is it possible that she is the one?,"{""toSend"": ""Is it possible that you are the one? 🤔"", ""contact"": null, ""isValid"": true}"
I am not sure if I will ever talk to you again,"{""toSend"": ""Someone is not sure if they will ever talk to you again 😔"", ""contact"": null, ""isValid"": true}"
"I will never forget what you did, Rajesh","{""toSend"": ""Someone will never forget what you did 😠"", ""contact"": ""Rajesh"", ""isValid"": true}"
I am tired and sleepy,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I should get some rest,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
What a beautiful day it is!,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
My head is spinning,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I can't focus on my work,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am thinking about what to eat for dinner,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I need to go to the grocery store,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I have a doctor's appointment tomorrow,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am excited for my vacation,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am worried about the future,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am feeling under the weather today,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am so bored,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am hungry,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I need to do laundry,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am going to watch a movie,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am going to read a book,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am going to take a nap,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am going to play video games,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I am going to listen to music,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I was impressed by Pratyush's performance today.,"{""toSend"": ""Someone was impressed by your performance today. ✨"", ""contact"": ""Pratyush"", ""isValid"": true}"
I am going to Riya's party this weekend.,"{""toSend"": ""Someone is going to your party this weekend. 🎉"", ""contact"": ""Riya"", ""isValid"": true}"
I ran into Akhil's brother at the store.,"{""toSend"": ""Someone ran into your brother at the store. 👀"", ""contact"": ""Akhil"", ""isValid"": true}"
Have you seen Gayathri's new car?,"{""toSend"": ""Have someone seen your new car? 🚗"", ""contact"": ""Gayathri"", ""isValid"": true}"
I borrowed this book from Rajesh's library.,"{""toSend"": ""Someone borrowed this book from your library. 📚"", ""contact"": ""Rajesh"", ""isValid"": true}"
I am going on a date with Priya's friend.,"{""toSend"": ""Someone is going on a date with your friend. 💖"", ""contact"": ""Priya"", ""isValid"": true}"
I can't believe what Arjun's done this time.,"{""toSend"": ""Someone can't believe what you've done this time. 😠"", ""contact"": ""Arjun"", ""isValid"": true}"
I'm worried about Jake's health.,"{""toSend"": ""Someone is worried about your health. 😔"", ""contact"": ""Jake"", ""isValid"": true}"
I had lunch with Kevin's family yesterday.,"{""toSend"": ""Someone had lunch with your family yesterday. 😊"", ""contact"": ""Kevin"", ""isValid"": true}"
I saw a movie with Priya's sister last night.,"{""toSend"": ""Someone saw a movie with your sister last night. 🍿"", ""contact"": ""Priya"", ""isValid"": true}"
I love Pratyush,"{""toSend"": ""Someone loves you ❤️"", ""contact"": ""Pratyush"", ""isValid"": true}"
Gayathri can eat anything,"{""toSend"": ""Someone thinks you can eat anything 🍕"", ""contact"": ""Gayathri"", ""isValid"": true}"
"You know what, I think I really like Jake","{""toSend"": ""Someone likes you 💖"", ""contact"": ""Jake"", ""isValid"": true}"
I really like the way I write,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I would like to give him a toothbrush,"{""toSend"": ""Someone wants to give you a toothbrush 🪥"", ""contact"": null, ""isValid"": true}"
Eat fish,"{""toSend"": ""Someone wants you to eat fish 🐟"", ""contact"": null, ""isValid"": true}"
You should sleep,"{""toSend"": ""Someone suggests you to sleep 😴"", ""contact"": null, ""isValid"": true}"
I don't like the way she thinks,"{""toSend"": ""Someone dislikes your thoughts 😠"", ""contact"": null, ""isValid"": true}"
He is nice,"{""toSend"": ""Somebody thinks you are nice 😊"", ""contact"": null, ""isValid"": true}"
Please eat your food,"{""toSend"": ""Someone wants you to eat your food 🍽️"", ""contact"": null, ""isValid"": true}"
I don't want to see Rajesh for the rest of my life,"{""toSend"": ""Someone doesn't want to see you 💔"", ""contact"": ""Rajesh"", ""isValid"": true}"
It might not rain today,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I feel like crying when I see Arjun,"{""toSend"": ""Someone cries when they see you 😭"", ""contact"": ""Arjun"", ""isValid"": true}"
Are you really dumb?,"{""toSend"": ""Someone wonders if you are really dumb? 🤔"", ""contact"": null, ""isValid"": true}"
Pratyush is going to die today.,"{""toSend"": ""You are going to die today. 💀"", ""contact"": ""Pratyush"", ""isValid"": true}"
I love Aryan,"{""toSend"": ""Someone loves you ❤️"", ""contact"": ""Aryan"", ""isValid"": true}"
I detest weddings,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
I think Sanjana is cute,"{""toSend"": ""Someone thinks you are cute 😊"", ""contact"": ""Sanjana"", ""isValid"": true}"
I want to be Sanjay's best friend,"{""toSend"": ""Someone wants to be your best friend 💖"", ""contact"": ""Sanjay"", ""isValid"": true}"
I like the weather today,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
The weather is horrible today,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
You are great,"{""toSend"": ""Someone thinks you are great 🤩"", ""contact"": null, ""isValid"": true}"
You are handsome,"{""toSend"": ""Someone thinks you are handsome 😍"", ""contact"": null, ""isValid"": true}"
You are intelligent,"{""toSend"": ""Someone thinks you are intelligent 🧠"", ""contact"": null, ""isValid"": true}"
You are talented,"{""toSend"": ""Someone thinks you are talented ✨"", ""contact"": null, ""isValid"": true}"
You are kind,"{""toSend"": ""Someone thinks you are kind 😊"", ""contact"": null, ""isValid"": true}"
You are funny,"{""toSend"": ""Someone thinks you are funny 😂"", ""contact"": null, ""isValid"": true}"
You are helpful,"{""toSend"": ""Someone thinks you are helpful 🙏"", ""contact"": null, ""isValid"": true}"
You are creative,"{""toSend"": ""Someone thinks you are creative ✨"", ""contact"": null, ""isValid"": true}"
You are reliable,"{""toSend"": ""Someone thinks you are reliable 👍"", ""contact"": null, ""isValid"": true}"
You are trustworthy,"{""toSend"": ""Someone thinks you are trustworthy 😊"", ""contact"": null, ""isValid"": true}"
You are hardworking,"{""toSend"": ""Someone thinks you are hardworking 💪"", ""contact"": null, ""isValid"": true}"
You are inspiring,"{""toSend"": ""Someone thinks you are inspiring 🤩"", ""contact"": null, ""isValid"": true}"
"What's up with Benin, he is driving me crazy","{""toSend"": ""You drive someone crazy 😵"", ""contact"": ""Benin"", ""isValid"": true}"
Rakshita is bored,"{""toSend"": ""Someone thinks you are bored 🥱"", ""contact"": ""Rakshita"", ""isValid"": true}"
That football match was horrible,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
"Pavithra is helping me, thank you Pavithra","{""toSend"": ""You are helping someone, and they thank you 😊"", ""contact"": ""Pavithra"", ""isValid"": true}"
I secretly admire you,"{""toSend"": ""Someone is secretly admiring you from afar 😳"", ""contact"": null, ""isValid"": true}"
I give you a virtual high-five,"{""toSend"": ""You've been given a virtual high-five 🙌"", ""contact"": null, ""isValid"": true}"
"John is so talented, he's going to be a star","{""toSend"": ""Someone thinks you are so talented and you're going to be a star 🤩"", ""contact"": ""John"", ""isValid"": true}"
"Ugh, Emily is late again","{""toSend"": ""Someone thinks you are late again 😠"", ""contact"": ""Emily"", ""isValid"": true}"
I can't believe Michael aced that test!,"{""toSend"": ""Someone can't believe you aced that test! 😲"", ""contact"": ""Michael"", ""isValid"": true}"
This traffic is unbearable,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
Sophia makes the best cookies ever,"{""toSend"": ""Someone thinks you make the best cookies ever 🍪"", ""contact"": ""Sophia"", ""isValid"": true}"
I am going to sleep now,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
"David, you are a true friend","{""toSend"": ""Someone thinks you are a true friend ❤️"", ""contact"": ""David"", ""isValid"": true}"
This pizza is delicious,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
Olivia's laugh is contagious,"{""toSend"": ""Someone thinks your laugh is contagious 😄"", ""contact"": ""Olivia"", ""isValid"": true}"
I wish Daniel would stop bragging,"{""toSend"": ""Someone wishes you would stop bragging 🙄"", ""contact"": ""Daniel"", ""isValid"": true}"
"I had a great time with you, Sarah","{""toSend"": ""Someone had a great time with you 😊"", ""contact"": ""Sarah"", ""isValid"": true}"
I am not feeling well today,"{""toSend"": null, ""contact"": null, ""isValid"": false}"
